batch_id,grade,id,dimension,band,difficulty_rank,template_family,question_text,option_A,option_B,option_C,option_D,correct_answer,explanation_step_1,explanation_step_2,explanation_step_3,final_answer,time_target_sec,solution_type,solution_data,explanation
ADAPT_G6-8_BANK_400,7,G7_Q182,PAR,A1,2,seq_times2,"Find the next number: 2, 4, 8, 16, ?",28,32,36,16,B,Step 1: Each number is multiplied by 2.,Step 2: 16 × 2 = 32.,,32,45,sequence,rule=×2;sequence=2|4|8|16;result=32,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 32."
ADAPT_G6-8_BANK_400,7,G7_Q183,PAR,A1,2,seq_plus,"Find the next number: 5, 7, 9, 11, ?",11,13,15,17,B,Step 1: The pattern adds 2 each time.,Step 2: 11 + 2 = 13.,,13,45,sequence,rule=+2;sequence=5|7|9|11;result=13,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 13."
ADAPT_G6-8_BANK_400,7,G7_Q184,PAR,A1,2,seq_plus,"Find the next number: 7, 13, 19, 25, ?",25,31,37,43,B,Step 1: The pattern adds 6 each time.,Step 2: 25 + 6 = 31.,,31,45,sequence,rule=+6;sequence=7|13|19|25;result=31,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 31."
ADAPT_G6-8_BANK_400,7,G7_Q185,PAR,A1,3,seq_plus,"Find the next number: 2, 7, 12, 17, ?",17,22,27,32,B,Step 1: The pattern adds 5 each time.,Step 2: 17 + 5 = 22.,,22,45,sequence,rule=+5;sequence=2|7|12|17;result=22,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 22."
ADAPT_G6-8_BANK_400,7,G7_Q186,PAR,A2,5,analogy_factor,Complete: 2 is to 8 as 3 is to ?,8,12,16,13,B,Step 1: 2 becomes 8 by multiplying by 4.,Step 2: 3 × 4 = 12.,,12,60,analogy,rule=×4;input=3;result=12,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 12."
ADAPT_G6-8_BANK_400,7,G7_Q187,PAR,A2,4,analogy_opposites,Choose the best match: Open : Closed :: Up : ?,Down,Left,Right,Fast,A,Step 1: The first pair are opposites.,Step 2: The opposite of Up is Down.,,Down,60,analogy,type=opposites;pair=Up:Down,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : Down."
ADAPT_G6-8_BANK_400,7,G7_Q188,PAR,A2,5,analogy_factor,Complete: 4 is to 8 as 5 is to ?,8,10,12,11,B,Step 1: 4 becomes 8 by multiplying by 2.,Step 2: 5 × 2 = 10.,,10,60,analogy,rule=×2;input=5;result=10,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 10."
ADAPT_G6-8_BANK_400,7,G7_Q189,PAR,A2,5,alt_rule,"Find the next number: 7, 10, 8, 11, 9, ?",11,12,13,14,B,"Step 1: The pattern alternates +3, then ?2.",Step 2: Continue the +3 step after the last term.,,12,60,sequence,rule=+3_-2_alternating;sequence=7|10|8|11|9;result=12,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 12."
ADAPT_G6-8_BANK_400,7,G7_Q190,PAR,A2,4,analogy_factor,Complete: 6 is to 24 as 7 is to ?,24,28,32,29,B,Step 1: 6 becomes 24 by multiplying by 4.,Step 2: 7 × 4 = 28.,,28,60,analogy,rule=×4;input=7;result=28,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 28."
ADAPT_G6-8_BANK_400,7,G7_Q191,PAR,A2,4,analogy_factor,Complete: 5 is to 15 as 6 is to ?,15,18,21,19,B,Step 1: 5 becomes 15 by multiplying by 3.,Step 2: 6 × 3 = 18.,,18,60,analogy,rule=×3;input=6;result=18,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 18."
ADAPT_G6-8_BANK_400,7,G7_Q192,PAR,A2,4,analogy_factor,Complete: 2 is to 6 as 3 is to ?,6,9,12,10,B,Step 1: 2 becomes 6 by multiplying by 3.,Step 2: 3 × 3 = 9.,,9,60,analogy,rule=×3;input=3;result=9,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 9."
ADAPT_G6-8_BANK_400,7,G7_Q193,PAR,A2,5,analogy_opposites,Choose the best match: Day : Night :: Up : ?,Down,Left,Right,Fast,A,Step 1: The first pair are opposites.,Step 2: The opposite of Up is Down.,,Down,60,analogy,type=opposites;pair=Up:Down,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : Down."
ADAPT_G6-8_BANK_400,7,G7_Q194,PAR,B1,7,seq_mixed,"Find the next number: 9, 11, 22, 24, ?",48,46,50,26,A,"Step 1: The pattern adds 2, then multiplies by 2, repeating.",Step 2: 24 × 2 = 48.,,48,75,sequence,rule=+2_then_×2_repeat;sequence=9|11|22|24;result=48,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 48."
ADAPT_G6-8_BANK_400,7,G7_Q195,PAR,B1,6,seq_mixed,"Find the next number: 2, 4, 8, 10, ?",20,18,22,12,A,"Step 1: The pattern adds 2, then multiplies by 2, repeating.",Step 2: 10 × 2 = 20.,,20,75,sequence,rule=+2_then_×2_repeat;sequence=2|4|8|10;result=20,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 20."
ADAPT_G6-8_BANK_400,7,G7_Q196,PAR,B1,6,seq_mixed,"Find the next number: 8, 10, 20, 22, ?",44,42,46,24,A,"Step 1: The pattern adds 2, then multiplies by 2, repeating.",Step 2: 22 × 2 = 44.,,44,75,sequence,rule=+2_then_×2_repeat;sequence=8|10|20|22;result=44,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 44."
ADAPT_G6-8_BANK_400,7,G7_Q197,PAR,B1,7,two_rule,"Find the next number: 2, 5, 3, 6, 4, ?",5,7,9,10,B,Step 1: The pattern alternates +3 and ?2.,"Step 2: After 4, apply +3 to get 7.",,7,75,sequence,rule=+3_-2_alternating;sequence=2|5|3|6|4;result=7,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 7."
ADAPT_G6-8_BANK_400,7,G7_Q198,PAR,B1,7,seq_mixed,"Find the next number: 5, 7, 14, 16, ?",32,30,34,18,A,"Step 1: The pattern adds 2, then multiplies by 2, repeating.",Step 2: 16 × 2 = 32.,,32,75,sequence,rule=+2_then_×2_repeat;sequence=5|7|14|16;result=32,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 32."
ADAPT_G6-8_BANK_400,7,G7_Q200,PAR,B2,8,rule_machine,"A rule changes a number by: multiply by 2, then add 1. If the input is 7, what is the output?",14,15,16,18,B,Step 1: 7 × 2 = 14.,Step 2: 14 + 1 = 15.,,15,90,rule_inference,rule=×2_then_+1;input=7;result=15,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 15."
ADAPT_G6-8_BANK_400,7,G7_Q201,PAR,B2,9,rule_machine,"A rule changes a number by: multiply by 2, then add 1. If the input is 9, what is the output?",18,19,20,22,B,Step 1: 9 × 2 = 18.,Step 2: 18 + 1 = 19.,,19,90,rule_inference,rule=×2_then_+1;input=9;result=19,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 19."
ADAPT_G6-8_BANK_400,7,G7_Q216,SR,B1,6,rot_add,"A letter L is rotated 90° clockwise, then 90° clockwise again. That is the same as rotating it...",90°,180°,270°,360°,B,Step 1: Two 90° rotations add up.,Step 2: 90° + 90° = 180°.,,180°,75,spatial_rule,type=rotation;total_degrees=180;result=180,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 180°."
ADAPT_G6-8_BANK_400,7,G7_Q217,SR,B1,6,grid_move,A point moves 3 steps right and 2 steps up on a grid. Which direction is the overall movement?,Only right,Only up,Up and right,Down and left,C,Step 1: The move includes right and up directions.,Step 2: So the overall movement is up and right.,,Up and right,75,spatial_rule,type=grid_move;dx=+3;dy=+2;result=UpRight,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : Up and right."
ADAPT_G6-8_BANK_400,7,G7_Q218,SR,B1,7,grid_move,A point moves 3 steps right and 3 steps up on a grid. Which direction is the overall movement?,Only right,Only up,Up and right,Down and left,C,Step 1: The move includes right and up directions.,Step 2: So the overall movement is up and right.,,Up and right,75,spatial_rule,type=grid_move;dx=+3;dy=+3;result=UpRight,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : Up and right."
ADAPT_G6-8_BANK_400,7,G7_Q219,SR,B1,6,grid_move,A point moves 5 steps right and 1 steps up on a grid. Which direction is the overall movement?,Only right,Only up,Up and right,Down and left,C,Step 1: The move includes right and up directions.,Step 2: So the overall movement is up and right.,,Up and right,75,spatial_rule,type=grid_move;dx=+5;dy=+1;result=UpRight,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : Up and right."
ADAPT_G6-8_BANK_400,7,G7_Q220,SR,B1,6,grid_move,A point moves 4 steps right and 4 steps up on a grid. Which direction is the overall movement?,Only right,Only up,Up and right,Down and left,C,Step 1: The move includes right and up directions.,Step 2: So the overall movement is up and right.,,Up and right,75,spatial_rule,type=grid_move;dx=+4;dy=+4;result=UpRight,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : Up and right."
ADAPT_G6-8_BANK_400,7,G7_Q221,SR,B1,6,grid_move,A point moves 2 steps right and 2 steps up on a grid. Which direction is the overall movement?,Only right,Only up,Up and right,Down and left,C,Step 1: The move includes right and up directions.,Step 2: So the overall movement is up and right.,,Up and right,75,spatial_rule,type=grid_move;dx=+2;dy=+2;result=UpRight,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : Up and right."
ADAPT_G6-8_BANK_400,7,G7_Q224,DI,A1,3,table_lookup,"Table: Apples=5, Books=11, Bananas=19. How many Books are there?",16,13,10,11,D,Step 1: Read the value for the item in the table.,Step 2: Books = 11.,,11,45,table_lookup,Apples=5;Books=11;Bananas=19;result=11,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 11."
ADAPT_G6-8_BANK_400,7,G7_Q225,DI,A1,2,table_lookup,"Table: Apples=18, Pens=5, Grapes=5. How many Grapes are there?",5,7,10,4,A,Step 1: Read the value for the item in the table.,Step 2: Grapes = 5.,,5,45,table_lookup,Apples=18;Pens=5;Grapes=5;result=5,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 5."
ADAPT_G6-8_BANK_400,7,G7_Q226,DI,A1,2,table_lookup,"Table: Pens=8, Bananas=9, Apples=12. How many Pens are there?",8,13,10,7,A,Step 1: Read the value for the item in the table.,Step 2: Pens = 8.,,8,45,table_lookup,Pens=8;Bananas=9;Apples=12;result=8,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 8."
ADAPT_G6-8_BANK_400,7,G7_Q227,DI,A1,2,table_lookup,"Table: Oranges=12, Mangoes=12, Books=14. How many Books are there?",16,19,13,14,D,Step 1: Read the value for the item in the table.,Step 2: Books = 14.,,14,45,table_lookup,Oranges=12;Mangoes=12;Books=14;result=14,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 14."
ADAPT_G6-8_BANK_400,7,G7_Q228,DI,A1,2,table_lookup,"Table: Mangoes=20, Pens=6, Grapes=5. How many Grapes are there?",4,10,5,7,C,Step 1: Read the value for the item in the table.,Step 2: Grapes = 5.,,5,45,table_lookup,Mangoes=20;Pens=6;Grapes=5;result=5,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 5."
ADAPT_G6-8_BANK_400,7,G7_Q229,DI,A1,2,table_lookup,"Table: Grapes=6, Apples=12, Pens=11. How many Pens are there?",10,11,13,16,B,Step 1: Read the value for the item in the table.,Step 2: Pens = 11.,,11,45,table_lookup,Grapes=6;Apples=12;Pens=11;result=11,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 11."
ADAPT_G6-8_BANK_400,7,G7_Q230,DI,A2,4,total,"A table shows: Erasers=11, Pens=4, Notebooks=8. What is the total items?",23,26,24,22,A,Step 1: Add all values.,Step 2: 11 + 4 + 8 = 23.,,23,60,arithmetic,operation=addition;operands=11|4|8;result=23,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 23."
ADAPT_G6-8_BANK_400,7,G7_Q231,DI,A2,5,difference,"A table shows: May=17, June=30. How many more in June than May?",13,16,14,12,A,Step 1: Find the difference (June ? May).,Step 2: 30 ? 17 = 13.,,13,60,arithmetic,operation=subtraction;operands=30|17;result=13,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 13."
ADAPT_G6-8_BANK_400,7,G7_Q232,DI,A2,4,total,"A table shows: Pens=13, Erasers=15, Markers=7. What is the total items?",36,38,34,35,D,Step 1: Add all values.,Step 2: 13 + 15 + 7 = 35.,,35,60,arithmetic,operation=addition;operands=13|15|7;result=35,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 35."
ADAPT_G6-8_BANK_400,7,G7_Q233,DI,A2,5,difference,"A table shows: May=31, June=36. How many more in June than May?",6,5,4,8,B,Step 1: Find the difference (June ? May).,Step 2: 36 ? 31 = 5.,,5,60,arithmetic,operation=subtraction;operands=36|31;result=5,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 5."
ADAPT_G6-8_BANK_400,7,G7_Q234,DI,A2,4,difference,"A table shows: May=37, June=53. How many more in June than May?",16,17,19,15,A,Step 1: Find the difference (June ? May).,Step 2: 53 ? 37 = 16.,,16,60,arithmetic,operation=subtraction;operands=53|37;result=16,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 16."
ADAPT_G6-8_BANK_400,7,G7_Q235,DI,A2,4,compare,"In a chart, Team A scored 28 and Team B scored 22. Who scored more?",Team A,Team B,Both same,Cannot tell,A,Step 1: Compare the two scores.,"Step 2: 28 is greater, so Team A scored more.",,Team A,60,compare,A=28;B=22;result=Team A,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : Team A."
ADAPT_G6-8_BANK_400,7,G7_Q236,DI,A2,5,total,"A table shows: Pens=12, Erasers=10, Markers=5. What is the total items?",26,27,28,30,B,Step 1: Add all values.,Step 2: 12 + 10 + 5 = 27.,,27,60,arithmetic,operation=addition;operands=12|10|5;result=27,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 27."
ADAPT_G6-8_BANK_400,7,G7_Q237,DI,A2,4,difference,"A table shows: May=22, June=23. How many more in June than May?",0,2,4,1,D,Step 1: Find the difference (June ? May).,Step 2: 23 ? 22 = 1.,,1,60,arithmetic,operation=subtraction;operands=23|22;result=1,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 1."
ADAPT_G6-8_BANK_400,7,G7_Q238,DI,B1,6,average_3,"Scores are: 13, 20, 12. What is the average? (1 decimal place)",15.3,14.7,15.6,15.0,D,Step 1: Add the scores: 13 + 20 + 12 = 45.,Step 2: Divide by 3.,Step 3: 45 ÷ 3 = 15.0.,15.0,75,arithmetic,operation=average;operands=13|20|12;result=15.0,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 15.0."
ADAPT_G6-8_BANK_400,7,G7_Q239,DI,B1,6,average_3,"Scores are: 15, 16, 16. What is the average? (1 decimal place)",16.0,15.4,15.7,16.3,C,Step 1: Add the scores: 15 + 16 + 16 = 47.,Step 2: Divide by 3.,Step 3: 47 ÷ 3 = 15.7.,15.7,75,arithmetic,operation=average;operands=15|16|16;result=15.7,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 15.7."
ADAPT_G6-8_BANK_400,7,G7_Q240,DI,B1,6,average_3,"Scores are: 16, 9, 17. What is the average? (1 decimal place)",14.6,14.0,14.3,13.7,B,Step 1: Add the scores: 16 + 9 + 17 = 42.,Step 2: Divide by 3.,Step 3: 42 ÷ 3 = 14.0.,14.0,75,arithmetic,operation=average;operands=16|9|17;result=14.0,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 14.0."
ADAPT_G6-8_BANK_400,7,G7_Q241,DI,B1,7,average_3,"Scores are: 14, 20, 9. What is the average? (1 decimal place)",14.9,14.3,14.0,14.6,B,Step 1: Add the scores: 14 + 20 + 9 = 43.,Step 2: Divide by 3.,Step 3: 43 ÷ 3 = 14.3.,14.3,75,arithmetic,operation=average;operands=14|20|9;result=14.3,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 14.3."
ADAPT_G6-8_BANK_400,7,G7_Q242,DI,B1,6,average_3,"Scores are: 10, 10, 12. What is the average? (1 decimal place)",10.7,11.3,11.0,10.4,A,Step 1: Add the scores: 10 + 10 + 12 = 32.,Step 2: Divide by 3.,Step 3: 32 ÷ 3 = 10.7.,10.7,75,arithmetic,operation=average;operands=10|10|12;result=10.7,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 10.7."
ADAPT_G6-8_BANK_400,7,G7_Q243,DI,B1,6,sum_two,"A chart shows: Jan=11, Feb=19, Mar=14. What is Jan + Mar?",25,26,24,28,A,Step 1: Add Jan and Mar values.,Step 2: 11 + 14 = 25.,,25,75,arithmetic,operation=addition;operands=11|14;result=25,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 25."
ADAPT_G6-8_BANK_400,7,G7_Q244,DI,B2,8,two_step_table,"Table: Red=18, Blue=17, Green=25. What is (Red + Blue) ? Green?",9,10,13,11,B,Step 1: Red + Blue = 18 + 17 = 35.,Step 2: (Red + Blue) ? Green = 35 ? 25 = 10.,,10,90,arithmetic,operation=(a+b)-c;values=Red:18|Blue:17|Green:25;result=10,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 10."
ADAPT_G6-8_BANK_400,7,G7_Q245,DI,B2,8,two_step_table,"Table: Red=10, Blue=22, Green=20. What is (Red + Blue) ? Green?",12,11,13,15,A,Step 1: Red + Blue = 10 + 22 = 32.,Step 2: (Red + Blue) ? Green = 32 ? 20 = 12.,,12,90,arithmetic,operation=(a+b)-c;values=Red:10|Blue:22|Green:20;result=12,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 12."
ADAPT_G6-8_BANK_400,7,G7_Q246,AA,A1,2,exact_match,Which option matches exactly: 4C9X?,4C9X,4D9X,X9C4,4C9Y,A,Step 1: Look for the exact same characters in the same order.,Step 2: Only option A matches exactly.,,4C9X,45,mismatch_detection,target=4C9X;result=4C9X,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 4C9X."
ADAPT_G6-8_BANK_400,7,G7_Q247,AA,A1,3,exact_match,Which option matches exactly: 5D4Z?,5D4Z,5C4Z,Z4D5,5D4W,A,Step 1: Look for the exact same characters in the same order.,Step 2: Only option A matches exactly.,,5D4Z,45,mismatch_detection,target=5D4Z;result=5D4Z,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 5D4Z."
ADAPT_G6-8_BANK_400,7,G7_Q248,AA,A1,2,exact_match,Which option matches exactly: 9B8W?,9B8W,9D8W,W8B9,9B8X,A,Step 1: Look for the exact same characters in the same order.,Step 2: Only option A matches exactly.,,9B8W,45,mismatch_detection,target=9B8W;result=9B8W,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 9B8W."
ADAPT_G6-8_BANK_400,7,G7_Q249,AA,A1,3,exact_match,Which option matches exactly: 6D2Y?,6D2Y,6B2Y,Y2D6,6D2Y,A,Step 1: Look for the exact same characters in the same order.,Step 2: Only option A matches exactly.,,6D2Y,45,mismatch_detection,target=6D2Y;result=6D2Y,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 6D2Y."
ADAPT_G6-8_BANK_400,7,G7_Q250,AA,A1,3,exact_match,Which option matches exactly: 6D1Z?,6D1Z,6D1Z,Z1D6,6D1Z,A,Step 1: Look for the exact same characters in the same order.,Step 2: Only option A matches exactly.,,6D1Z,45,mismatch_detection,target=6D1Z;result=6D1Z,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 6D1Z."
ADAPT_G6-8_BANK_400,7,G7_Q251,AA,A1,3,exact_match,Which option matches exactly: 5A1X?,5A1X,5C1X,X1A5,5A1X,A,Step 1: Look for the exact same characters in the same order.,Step 2: Only option A matches exactly.,,5A1X,45,mismatch_detection,target=5A1X;result=5A1X,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 5A1X."
ADAPT_G6-8_BANK_400,7,G7_Q252,AA,A2,4,instr_2step,Start with 3. Add 2. Then multiply by 4. What is the result?,25,20,18,22,B,Step 1: 3 + 2 = 5.,Step 2: 5 × 4 = 20.,,20,60,instruction_check,input=3;rules=+2|×4;result=20,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 20."
ADAPT_G6-8_BANK_400,7,G7_Q253,AA,A2,4,instr_2step,Start with 8. Add 2. Then multiply by 5. What is the result?,55,48,52,50,D,Step 1: 8 + 2 = 10.,Step 2: 10 × 5 = 50.,,50,60,instruction_check,input=8;rules=+2|×5;result=50,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 50."
ADAPT_G6-8_BANK_400,7,G7_Q254,AA,A2,5,instr_2step,Start with 5. Add 4. Then multiply by 4. What is the result?,41,36,38,34,B,Step 1: 5 + 4 = 9.,Step 2: 9 × 4 = 36.,,36,60,instruction_check,input=5;rules=+4|×4;result=36,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 36."
